species	head	statement	verdict	organ
composed	AlgHom.comp	AlgHom.comp ~> Pi.single   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = Pi.single x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> RingHom.id   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = RingHom.id x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> Sym2.mk   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = Sym2.mk x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> TensorProduct.assoc   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 = TensorProduct.assoc x3 x4 x5 x6 x7]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> TensorProduct.comm   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 = TensorProduct.comm x3 x4 x5 x6]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> TensorProduct.map   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = TensorProduct.map x0 x1]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> W   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = W x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> X   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = X ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> a.map   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = a.map x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> adjoin   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = adjoin x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> algebraMap   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 x3 = algebraMap x4 x0 x5]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> append   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = append x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> atBot   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = atBot ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> atTop   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = atTop ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> baseChange   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = baseChange x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> bind   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = bind x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> bind₁   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = bind₁ x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> bind₂   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = bind₂ x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> c.blocks   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = c.blocks ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> cobounded   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = cobounded x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> coclosedCompact   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = coclosedCompact x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> cocompact   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = cocompact x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> comap   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = comap x0 x1]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> cons   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = cons x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> const   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = const x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> cyclotomic   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = cyclotomic x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> d   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = d x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> esymm   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = esymm x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> eval₂   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = eval₂ x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> expand   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = expand x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> f   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = f x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> f.lift   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = f.lift x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> filterMap   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = filterMap x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> foldl   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = foldl x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> hsymm   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = hsymm x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> id   via map   [AlgHom.comp x0 x1 = map x2 then map x0 = id ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> inl   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = inl x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> inr   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = inr x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> invUnitsSub   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = invUnitsSub x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> jacobson   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = jacobson x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> join   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = join x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> l.map   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = l.map x0]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> lift   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = lift x2 x1]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> linearCombination   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 x3 = linearCombination x4 x5]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> mapOfHomotopy   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 x3 x4 = mapOfHomotopy x5]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> mapOfSurjective   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = mapOfSurjective x0 x1 x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> map₂   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = map₂ x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> minpoly   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = minpoly x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> mk   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = mk x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> mkMetric   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = mkMetric x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> monomial   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = monomial x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> nil   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = nil ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> none   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = none ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> normalize   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = normalize x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> o   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = o ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> of   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = of x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ofFn   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ofFn x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ofFractionRing   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 = ofFractionRing x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ofList   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ofList x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ofRealCLM   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ofRealCLM ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> parallel   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = parallel x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> permutations   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = permutations x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> pmap   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = pmap x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> prod   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = prod x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> prodMkLeft   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = prodMkLeft x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> prodMkRight   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = prodMkRight x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> pure   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = pure x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> reCLM   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = reCLM ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> reindex   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = reindex x2 x3 x4 x5]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> rename   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = rename x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> replicate   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = replicate x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> restrict   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = restrict x2 x1]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ret   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ret x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> reverseAux   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = reverseAux x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> root   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 x3 x4 = root x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> s.sup   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = s.sup x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> some   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = some x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> span   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = span x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> srange   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = srange x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> subst   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = subst x2 x1]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> tail   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = tail x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> teichmuller   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = teichmuller x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> teichmullerFun   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = teichmullerFun x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> think   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = think x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> univ.val   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = univ.val ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> updateCol   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = updateCol x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> updateRow   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = updateRow x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> verschiebung   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = verschiebung x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> vertex   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 x2 = vertex x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> wittStructureRat   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = wittStructureRat x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> x   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x0 x1 x2 x3 = x ]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ι   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ι x2 x3]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ιMulti   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ιMulti x2 x3 x4]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> μ.prod   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = μ.prod x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> μ.withDensity   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = μ.withDensity x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> ν.prod   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = ν.prod x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> 𝓝   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = 𝓝 x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> 𝓝ˢ   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = 𝓝ˢ x2]	unreached	
composed	AlgHom.comp	AlgHom.comp ~> 𝓟   via map   [AlgHom.comp x0 x1 = map x2 then map x0 x1 = 𝓟 x2]	unreached	
composed	AlgHom.range	AlgHom.range ~> LinearMap.range   via f.range   [AlgHom.range x0 = f.range  then f.range  = LinearMap.range x0]	unreached	
composed	AlgHom.range	AlgHom.range ~> Set.range   via f.range   [AlgHom.range x0 = f.range  then f.range  = Set.range x0]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> .id   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x0 = .id x1]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Algebra.intNorm   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = Algebra.intNorm x1 x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Algebra.intTrace   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = Algebra.intTrace x1 x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Algebra.norm   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = Algebra.norm x1 x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Algebra.trace   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = Algebra.trace x1 x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> B.form   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = B.form x3 x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> C   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x0 x1 = C ]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> CC   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x0 x1 x2 = CC x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> DirectSum.of   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = DirectSum.of x3 x4 x5]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> HahnSeries.C   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x0 x1 x2 = HahnSeries.C x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Ideal.Quotient.mk   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = Ideal.Quotient.mk x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Int.castRingHom   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = Int.castRingHom x1]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> MvPolynomial.map   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = MvPolynomial.map x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> P.coxeterWeight   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = P.coxeterWeight x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> P.pairing   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = P.pairing x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> P.pairingIn   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = P.pairingIn x1 x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> P.toLinearMap   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = P.toLinearMap x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> PUnit.unit   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = PUnit.unit ]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Quotient.mk   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = Quotient.mk x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> RingHom.id   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x0 = RingHom.id x1]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> Subfield.subtype   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = Subfield.subtype x0]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> T   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x0 x2 x3 = T x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> ULift.up   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = ULift.up x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> W.Δ   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 x3 = W.Δ ]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> WithAbs.equiv   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = WithAbs.equiv x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> X   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 x3 = X ]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> aeval   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = aeval x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> diagonal   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = diagonal x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> exp   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = exp x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> fromZeroRingHom   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = fromZeroRingHom x2 x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> h.map   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = h.map x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> includeLeftRingHom.comp   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = includeLeftRingHom.comp x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> inl   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = inl x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> inlRingHom   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = inlRingHom x0 x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> map   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = map x1 x2 x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> mapRangeRingHom   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 x1 = mapRangeRingHom x3 x4]	unreached	
